a,1,0,en
"Similar to Blair Witch, Firewatch or Gone Home, this one is the best Psychological-Horror game.  An amazing athmosphere, like The Shinning movie.  Good Graphics..  Worth every penny,",1,0,en
"My PC:  OS: Windows 10 64-bit CPU: I3-6100  GPU: Radeon R9 380 4GB Storage: SSD  Review This is not my first dance at the rodeo. Nor is it my first sandbox experience. Having platinumed the PS Vita version of Terraria, and having tried virtually all of the other sandbox experiences out there (many of them merely watered down derivatives of the genre-leaders) I can't say I was massively enamoured with the thought of sinking more time into another. I was a little jaded, tbh.  However, I'm glad I did. Because Crea has certainly been worth my time so far. The graphics are simple but functional, the music isn't to my taste but I can turn it off without having to mute it in the volume mixer, and the game runs stable even if it could do with better optimisation.  If you, like me, you have run the gamut of sandboxes, then you'll basically know what you'll be getting into, with the pleasant exception that the devs have clearly put some thought (and work) into Crea. The lore, the levelling, the intuitive controls (using a Xbox 360 controller at least), the crafting and the overall experience.  And an actual working (and coherent) tutorial - hallelujah! The combat is fast-paced and frantic.  The crafting is logical and varied.  The levelling is Skyrim-esque.  Would I recommend it?  Definitely, the game as it is is worthy of your time and money, and the post-release roadmap, if it can be realised, looks particularly intriguing.  Rating 7/10 (for now) Pros: Fun sandbox gameplay with an actual twist, RPG flavoured.  Mod support.  Controller support / Configurable controls Frequent updates / bug-fixes.  Ongoing support / updates.  Cons: Graphics are little more than functional. Not a fan of the music.  Could benefit from greater optimisation (though dev has indicated that this will be forthcoming).  Time-sink (con for a new dad!).  Loading times.  Disclaimer I received this product for free from the Developer in exchange for my honest and unbiased review.",1,0,en
"what are u doing?? checking the reviews, so that u know is it worth the money?  JUST BUY IT. NO REGRET.",1,0,en
"Lambert Lambert, What a Prick!",1,0,en
"Great game, and cheap",1,0,en
6,1,0,en
"This is such an amazing game, i love the thrill, the cooperation, the intense fighting, the amazing concept. Guns Of Icarus is simply put amazing. 10/10 PS : You'll need a microphone to properly communicate with your teammates.",1,0,en
"They bring the salt, I bring the pepper  10/10",1,0,en
very noice :),1,0,en
Nice DLC ARK !,1,0,en
"They're the best in developing turn-based rpg games. A bold move by SquareEnix to try something new rather than being typical. Respect,",1,0,en
I bought it again. I hate everyone and everything.,1,0,en
"Hundreds of usermade gamemodes and addons, very fun when played with friends from prophunt to horror maps",1,0,en
"First of all, congratulations for the release. It's been a long wait, we've always wanted a port and now here it is.  Thank you, Nightdive. There are many new additions in FS and I appreciate them (MP support with Steam friends without the need for the host's IP is perfect). However, there are a few things I'd like to be added/changed: 1) enemies and secrets counter like in BloodGDX, perhaps even a timer like nBlood offers 2) fix the issues with custom addons (Blood Trauma Therapy does not load, for example) 3) show info about the savefile in the load save screen like BloodGDX does (map, difficulty, date and so on) 4) this is a nitpick, but would there be a way to include a builtin map editor for the game? Sorta like a Windows port of mapedit.exe 5) show map name and creator at the beginning of the level, like BloodGDX does 6) implement a way to continue to the next episode after you've finished the previous one without the need to go to the main menu 7) disable retrieval of custom nickname from Steam when in a MP game (because if you have a custom nickname set for the friend you're playing with, FS will show the whole thing including the nickname and it overlaps with your own name if that nickname is too long) or perhaps include a setting so you can choose between the Steam name and your custom one for your friend 8) fix the warped graphics when you set FOV ~>90 or 100 9) fix the freezing when you save your game 10) implement trading cards and badges please 11) autosave and let us just press enter twice to save instead of having to rewrite the savefile name every single time 12) ability to delete savefiles or mark (show a warning) those with cheats on/disabled achievements and display a note for the savefiles that have been made by jumping to a specific map instead of playing the entire episode; perhaps even custom notes would be nice 13) on E2M6, if you enable ""i wanna be like kevin"" cheat and fall all the way down, the gargoyles will always die and fall after they fly around for a while 14) add new HUD styles, like the minimal but smart one from nBlood",1,0,en
_____-------_____--------_____,1,0,en
"funny, crazy and stupid a little good for killing time with a friends",1,0,en
Good game but must be updated for some options like the possibility to config keyboard for movement,1,0,en
Most relaxing but yet rewarding experience My dream of driving through the whole Europe is coming closer and closer each year =),1,0,en
Make this game great again!,1,1,en
not played enough to say yes or no yet. putting yes for now.,1,0,en
"GooD, 8/10.",1,0,en
"Talks like Duke Nukem in his 3D Reminds me games like Blood, Hexen, Heretic ... Secret places like in  Wolfenstein 3D If you like all games above you should try this game!",1,0,en
Absolutely great with a pair of friends!!,1,0,en
12/1,1,0,en
It's about what you expect and what you want.,1,1,en
THE BEST NARUTO GAME EVER ~,1,0,en
One of the best/cheapest games you'll found on steam.,1,0,en
very noice game,1,0,en
fun,1,0,en
"Once again a great hidden object game from Artifex Mundi. This time you are Alice with a broken mind trying to figure out what happened last night. You had a car crash.. falling through glass.. what is with this red electric in your veins?! Pros A great plot. It's a really good story and well worth finishing it. Pretty visuals. Nice art with cool coloring. Good puzzels that are fun to play through. You won't to hit the skip button all the time. Cons It's easy, even if you play at it's hardest level. It's short. Less than 3 hours per play though.  So if you enjoy hidden object games. This is a good one, if a little easy and short. It has been made well, it's fun, and it's nice to watch. Worth picking up. Interested in more reviews like this :",1,0,en
I can't talk about it. There's a rule.,1,0,en
.,1,0,en
"Ride dragon, very rad. ;3",1,0,en
It's good.,1,0,en
Nika~,1,0,en
"Straightforward, short, and surprisingly satisfying. If your goal is to add a few achievements to your account with ease, and also probably learn something new in the process, then don't be shy to pick this one up. :D",1,0,en
10/10,1,0,en
"This game made it clear to me that I'm not alone, and at least here I found a girl. The game shows that the girl should be sought, and shows how to care for girls of different nature. In General, a Paradise for lonely hiko, and just an exciting game:)",1,0,en
This is my life.,1,0,en
"""Its Red"" ""Why Lime?"" ""He closed me on medbay and tried to kill me"" -Everyone votes on Red without hesitation- -Red was not an impostor- G E N I U S",1,0,en
love it 💙,1,1,en
Awesome game!,1,0,en
i LIKE it.Its a good Game,1,0,en
Ignore my Steam game time.  I have spent over 2000 hours ingame.  Come join us:),1,0,en
"Just buy it, don't ask why, just see for yourself how awesome blowing up robots is...",1,0,en
"I'd forgotten how good the early Call of Duty games were. I was originally more into the early Men of Honor game (and other FPS games)   until I played the second Call of Duty, which really grabbed my attention far more than the early MOH games, at least when I first played it.  Despite  the  linear nature of both franchises at the time, the early COD games felt less linear than  the MOH games (IMO)  I didn't actually  buy it when it was first released because I was really into  Battlefield Vietnam, Vietcong, Line of Sight: Vietnam, Men of Valor, Battlefield 2 and America's Army at the time  and just didn't have the time to play another FPS game, especially considering I was  big into  playing online with friends  regularly (almost daily) and co-ran  a small  gaming clan called 'The Pointmen' and administered their  web site.   It was only when I  got a demo of the game via  one of those gaming  magazines that I realised how good the game was and immediately purchased a copy from my local game store.   I'm sure most  community members into first person shooters will have already played this game at some time  over the years since its release; however, if you haven't you should really pick this game up at the first opportunity, though I recommend waiting  for  a Steam sale as  I do think, considering its age it is now over priced at £14.99.  You can pick up a PC hard  copy via eBay for  a few   quid/dollars.  (I saw a Call of Duty 2 with Call of Duty World at War  (my favourite) for less than  £5  with free postage  I'm still working through the  Russian missions and so far have made it through the pipes to the rail yard  and am presently  retaking the train station. This game in parts reminds me of one of my favourite  Stalingrad films 'Enemy at the Gates' starring Jude Law, Ed Harris and one of my favourite actors Ron Perlman.  The main aim is to  clear each area of   German troops, though  there are other missions included such as repairing  telegraph wires, knocking out artillery and  most stages so far have  require you to plant   bombs on enemy tanks before you can proceed further.  Grenades are useless  against the tanks, but the smoke grenades are very useful  to  create a screen, enabling you to move up to  the target tank  unseen, though usually you do need to make sure you've cleared away  as many of the OpFor as possible.  Use the smoke grenades sparingly as you can only carry four at a time and resupplies   only occur  (at least for the smoke bombs) at the beginning of a new mission); grenades  are easier to come by and can often be found in enemy positions once you've cleared them out.  The beauty of COD2 compared to the first game  is that you get some warning of nearby grenades and their position in relation to your character Vassili (I'll talk about the other characters later once I've  progress to the American and British missions).  The second innovation was the regenerating health. Instead of having to pick up health packs;  so long as you stay out of the line of fire, or you don't get caught by the main blast of a grenade,  tank or artillery  shell you can regain your health over a short period.  If you are hit  badly  the screen will go red and   the sound of battle will fade into the distance and movement becomes sluggish. This  means less restarts from  the checkpoints you manage to pass.  Enemy positions  and  your targets are marked on the mini map that you can see in the bottom left of the screen.  Ammo and  grenades are indicated on the bottom right.  ; After playing  all but the latest   Battlefield  game and  the  zombie dlc's for Black Op's III, I  still prefer these older  FPS games to the  more modern and graphically superior games that have been released over the last decade apart from maybe   &  , but they're  more a simulation franchise as opposed to a run and gun FPS game like Call of Duty 2.    Too be honest, I can't really explain why I prefer these older games because I do  love the graphics and realism in the latest FPS games; however, I just get a better gut feeling and excitement  playing this older Call of Duty game as well as other older FPS games.  In fact, recently I've been replaying  quite  a few of my older  FPS games especially Battlefield Vietnam, Vietcong,  Men of Valour (MOV) and  Battlefield 2 (I'm still  getting new maps and have been testing  a great WWII mod that is yet to be released despite the game being released a couple of months before COD2  almost 15 years ago and can't believe  the game was removed from Steam some years ago).    Okay, Call of Duty 2 may be ancient as far as graphics go, but too be honest, it still looks pretty good considering its age and the graphic developments we've seen over the last 15 years.  The only other game that looks better from this period  is the 2004 Vietnam game,    (which has also  been available  via Steam for the past three years - oddly I'd just purchased 15 hard copies of MOV from a clearance sale  a week before it was released on Steam as I was intending to send them out to friends because I still love the multiplayer  part of MOV). I will finish this review once I've played the American and British campaigns, which could be a while as I'm  currently also playing  other early FPS games via hard copies i still have.",1,0,en
nice game,1,0,en
"It's hard for me to write paragraphs about this game so I'll just list my pros and cons.   *It's on Steam, complete with trading cards. *It's a pretty game with all the settings turned up, despite slight issues mentioned in the cons. *Lots of options for vehicles and customisation. Still no Toyotas though! *Day/Night cycles with dynamic weather, including different game modes for each. *Accessibility options are there for those that need them, like text to speech. *Crossplay between consoles and PC platforms ensures the playerbase isn't segregated. An outstanding move that should be done on every multiplayer game going forward. *Lots of content to play though even without DLC. *Cops are pretty aggressive this time around, compared to games like Payback. *Multiplayer mode is fun, albeit a bit jarring with the rubberbanding and teleporting cars.   *Handling model is still bad, with ""drift to turn"" being the only feasible way to go through corners most of the time. *The racing, while it can be challenging at times, isn't that fun. For some reason, there's no hype flying down a highway at 254km/h, or taking a corner perfectly at breakneck speeds. It feels like the racing gameplay lacks personality. *The game is pretty, sure, but there's some weird issues with the graphics. Textures look really muddy and low quality sometimes (probably a texture streaming issue). It also rains when there's no rainclouds in the sky lol. *The story is again, forgettable. Some of the characters have some decent backstories you can listen in on and figure out for yourself, but that's about it. I don't care much for these tryhard cops, who for some reason, ignore me during the daytime. *This might come down to personal taste, but I'm not enjoying the soundtrack at all. Not a bad game, but not a great one either. But I'll give it a plus for the polish and extra features. To this day, EA has not released a Need for Speed title that tops Most Wanted back in 2005.",1,0,en
"Game is nice,but please do not stop working on this game!",1,1,en
Cant express in word how Great this is.Best game in my whole 18 years life <3,1,0,en
No Surrender The Pope's a Bender,1,0,en
Baba is Hot,1,0,en
XD,1,0,en
Plenty of content. A good game to sit bad and grind with friends or get sweaty and steamroll some noobs on PvP.,1,0,en
"Well, I bought the game again during the sales and nabbed it for £16 (After having refunded it back in 2016 due to the fact my computer's processor back then was incompatible.) This was before Next was even announced so.. At the time the game was agreeable at that price, now I feel I have underpaid for it. I haven't played much of NMS but this new patch has kept me hooked. I'm calling it a day for now so I can eat some dinner and I can sleep on it, but it looks beautiful. There's purpose, I care about the story and the exploration for items and landmarks keeps you engaged. In my original review I wanted to compare NMS to Spore, however I would now compare it more to Breath of the Wild. This, in the way you explore and have this vast open world, galaxy, to explore and uncover everything about it is pretty familiar. We just need space horses now. I would love if in further patches it gave even more depth to this exploration, or more interaction with plants and animals. That would be sweet. They have overhauled the tutorial which guides you through your first system in a very hands off way, it doesn't force you to conform to some path they have set out for you. Of course, you land on the planet that has the signal on it, and beyond that you do whatever you want. Survival adds a nice spice of challenge which I appreciate. Having it easy doesn't sit so well, but you will get annoyed when you lose all your items.  The space stations as more lively, customisation is fun although I would love even more options and perhaps some call alternate legs that aren't just humanoid (but that's entirely me). I'm excited to explore beyond. Collecting animal and plants is fun and interesting. My first planet had some very interesting and sleek looking animals, and the birds are awesome.  There's so much more for me to witness as of yet, but at this point, this is the game we were asking for. The base building will be amazing once I can actually sink my teeth into it. Onwards and upwards. I'm sure it's been said too, but after two years I'm so glad I can change this review. --OLD REVIEW-- 13th August 2016 I requested a refund in the end because my pc couldn't run it. I'm not going to completely say the game is bad, but I can't recommend it. I've read a lot of things were cut out besides and it's a shame. I will be waiting until it is a little cheaper and then i might buy it again. The best comparison I have to this game is Spore. Did you like Spore?",1,0,en
CS:GO is one of the game which i love is very intresting they have ranks (you rank up when you practice harder ) but you derank 2x faster :D <33333,1,0,en
"∆ Modern open-world adventure sandbox and energetic game filled with possibilities ..∆ - Creative and entertaining mission design - Likeable, engaging and cool characters - San Francisco CA is stunning  and a blast to explore  - Fun side activities, tools and selfie camera  + I personally love the skyscrapers and the spectacular Golden Gate Bridge .. + Petting a dog, controlling toys, dress to impress, races and puzzle hacks are awesome! 9.4\10 -Kate",1,0,en
"10 out of 10 Tomb Raider The Last Revelation is my favourite Tomb Raider. Tomb Raider 4 like the others has slightly enhanced graphics and sounds, but Lara’s mansion is not in TR4 instead you have a slight boring and non-skippable tutorial level. Lara doesn’t change her outfit this time around, but it does make TR4 feel like a complete game. The whole game is Set in Egypt she is on another gun blazing adventure. When Lara is exploring Egypt she discovers a lost temple and unwittingly unleashes an evil and power full curse across the land. Lara is going to need all her skills to stop Set and save to world from certain doom, do you have what it takes.",1,0,en
a quick and easy battle royal game ... funny and nice looking graphics ...give it a try ;) 8/10,1,1,en
"an all around great game, with cartoony visuals, characters with funny personalities, and not to mention the fun as hell gameplay, this is definetly a game that you should consider playing, especially if you like class-based shooters",1,0,en
"One of the best innovative games , from its ecstatic environment of the city to the creepy eerie abandoned forest this game was a complete adventure. The controls for this game are some which I've never seen, getting the hang of it takes time. Though game is short the deep emotions hidden in this game accompanied by marvellous soundtrack are soul stirring. I would definitely give a thumbs up to this brilliantly crafted video game..<3",1,0,en
"As you may know Ryse: Son of Rome came out on Xbox One on launch date about 11 months ago, now ported over to PC!  Info and what you should know:  - includes all 4 DLC packs on launch - 4K support (recommended Titan card) - solid PC port - Impressive graphics - There are a total of 8 missions (the average first run any % of the game should take between 4-7hrs) - For those wondering, multiplayer is co-op PvE ... not PvP Cons: (now these are not necessarily bad, but something I may have looked into) - execution animations are the same - enemies look the same - very few new mechanics after the first level Overall Summery: I would give this game an 8/10, the game looks and plays really smoothly, the story is excellent but only thing you'll start noticing after awhile is it's kind of repetitive with the killing. Watch my Let's Play Part 1 here: ( I cover the options menu/port and mission 1 of the story )",1,0,en
BEST GAME EVER,1,0,en
bom,1,0,en
Awesome!,1,0,en
is a very cool game and runneble on every pc  wich means fun for everyone,1,0,en
Best Game :),1,0,en
"Its fine i guess, play it a little every once in a while...KEKW",1,0,en
"It's hard not to recommend this game to your friends. I did skip the game for a long time because I thought it’s a pure pvp game, yet I couldn’t be more wrong. After I finally tried it, I couldn't take my eyes away from this masterpiece. The upcoming patches are just astonishing. Best free to play model I have ever come across, it's a game where you want to spend money to support the creators. I'm still learning and exploring new and amazing things in this game. The last thing what I also wanted to mention, is the main mission. I never thought I would be so touched by it, it really gave me a great feeling and bound to mine Warframes. I would recommend it to every player who played free to play MMO's, just to see how the cash shop can be made right. 10/10",1,0,en
good game xD the best game,1,0,en
"The game is really nice i like the simplistic look but some optimizing would be amazing, most of the people are aggressive but when you find a nice person its just perfect.",1,0,en
Meme Review,1,0,en
"I always have been a fan of Boggle, so this is a nice twist to that game mixed with some RPG content. Nice little game to play once in a while even if some words are next to impossible to discover; I am still surprised with this one - Poecile n. The frescoed porch or gallery in Athens where Zeno taught.",1,0,en
<3,1,1,en
"I think this game is one of the best free to play mmo's on steam.A huge,fantastic adventure,great looting,combat system and much more!Have fun with your friends playing this and fight to reach the max!",1,0,en
Realy good game,1,0,en
._.,1,0,en
Played it ... Check ratings on my group ... ThePG's Wild Things Link -,1,0,en
